Study,Sourcelink,Webplotdigitizer,SAVE_lab,year,Country,Assay Type,Cell-type,Sera details long,Number of sera,N(female),Comparator antigen,OmicronVariant,Titre drop,Uncertainty,numerical Titre drop,TitersHAg,TitersOmicron,Log2HAg,Log2Omi,Titre drop Alpha,TitersAlpha,Titre drop Beta,TitersBeta,Titre drop Gamma,TitersGamma,Titre drop Delta,TitersDelta,Sera_details_no_time,time,Standardised_sera_names,standardise_encounters,vacc_type_het,vacc_type,vaccine_manufacturer,standardised_assay,standardised_pseudo,standardised_cell
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+Delta,16,,D614G,BA.2.12.1,3.47,,3.47,434,125,,,,,,,,,,,3*CoronaVac+Delta,,3*CoronaVac+Delta,vacc+inf,vacc+inf,vacc+inf,vacc+inf,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+Delta,16,,D614G,BA.2.76,5.79,,5.79,434,75,,,,,,,,,,,3*CoronaVac+Delta,,3*CoronaVac+Delta,vacc+inf,vacc+inf,vacc+inf,vacc+inf,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+Delta,16,,D614G,BA.2.75,6.48,,6.48,434,67,,,,,,,,,,,3*CoronaVac+Delta,,3*CoronaVac+Delta,vacc+inf,vacc+inf,vacc+inf,vacc+inf,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+Delta,16,,D614G,BA.4/5,4.82,,4.82,434,90,,,,,,,,,,,3*CoronaVac+Delta,,3*CoronaVac+Delta,vacc+inf,vacc+inf,vacc+inf,vacc+inf,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+BA.5,8,,D614G,BA.1,8.7,,8.7,1401,161,,,,,,,,,,,3*CoronaVac+BA.5,,3*CoronaVac+BA.5,vacc+ba.4/5,vacc+ba.4/5,vacc+ba.4/5,vacc+ba.4/5,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+BA.5,8,,D614G,BA.2,1.73,,1.73,1401,811,,,,,,,,,,,3*CoronaVac+BA.5,,3*CoronaVac+BA.5,vacc+ba.4/5,vacc+ba.4/5,vacc+ba.4/5,vacc+ba.4/5,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+BA.5,8,,D614G,BA.2.38,1.86,,1.86,1401,755,,,,,,,,,,,3*CoronaVac+BA.5,,3*CoronaVac+BA.5,vacc+ba.4/5,vacc+ba.4/5,vacc+ba.4/5,vacc+ba.4/5,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+BA.5,8,,D614G,BA.2.12.1,02.03,,02.03,1401,691,,,,,,,,,,,3*CoronaVac+BA.5,,3*CoronaVac+BA.5,vacc+ba.4/5,vacc+ba.4/5,vacc+ba.4/5,vacc+ba.4/5,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+BA.5,8,,D614G,BA.2.76,6.34,,6.34,1401,221,,,,,,,,,,,3*CoronaVac+BA.5,,3*CoronaVac+BA.5,vacc+ba.4/5,vacc+ba.4/5,vacc+ba.4/5,vacc+ba.4/5,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+BA.5,8,,D614G,BA.2.75,12.18,,12.18,1401,115,,,,,,,,,,,3*CoronaVac+BA.5,,3*CoronaVac+BA.5,vacc+ba.4/5,vacc+ba.4/5,vacc+ba.4/5,vacc+ba.4/5,Pseudovirus,VSV,Huh 7
Wang/Cao,https://doi.org/10.1101/2022.07.18.500332,n,n,2022.08.10,China,VSV pseudotype,Huh 7,3*CoronaVac+BA.5,8,,D614G,BA.4/5,2.91,,2.91,1401,481,,,,,,,,,,,3*CoronaVac+BA.5,,3*CoronaVac+BA.5,vacc+ba.4/5,vacc+ba.4/5,vacc+ba.4/5,vacc+ba.4/5,Pseudovirus,VSV,Huh 7
Sahin/Muik,https://doi.org/10.1101/2022.08.02.502461,n,n,2022.08.02,Germany,VSV pseudotype,Vero76,3*Pfizer (26-30d post 3rd dose),18,,WT,BA.1,2.62,,2.62,403,154,,,,718,,218,,,,154,3*Pfizer,26-30d post 3rd dose,3*Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,VSV,Vero76
Sahin/Muik,https://doi.org/10.1101/2022.08.02.502461,n,n,2022.08.02,Germany,VSV pseudotype,Vero76,3*Pfizer (26-30d post 3rd dose),18,,WT,BA.2,1.96,,1.96,403,206,,,,718,,218,,,,154,3*Pfizer,26-30d post 3rd dose,3*Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,VSV,Vero76
Sahin/Muik,https://doi.org/10.1101/2022.08.02.502461,n,n,2022.08.02,Germany,VSV pseudotype,Vero76,3*Pfizer (26-30d post 3rd dose),18,,WT,BA.2.12.1,3.84,,3.84,403,105,,,,718,,218,,,,154,3*Pfizer,26-30d post 3rd dose,3*Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,VSV,Vero76
Sahin/Muik,https://doi.org/10.1101/2022.08.02.502461,n,n,2022.08.02,Germany,VSV pseudotype,Vero76,3*Pfizer (26-30d post 3rd dose),18,,WT,BA.4/5,5.84,,5.84,403,69,,,,718,,218,,,,154,3*Pfizer,26-30d post 3rd dose,3*Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,VSV,Vero76
Sahin/Muik,https://doi.org/10.1101/2022.08.02.502461,n,n,2022.08.02,Germany,VSV pseudotype,Vero76,3*mRNA + BA.1 (25-55d post inf),14,,WT,BA.1,1.28,,1.28,1427,1114,,,,2459,,1230,,,,1292,3*mRNA + BA.1,25-55d post inf,3*mRNA + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,VSV,Vero76
Sahin/Muik,https://doi.org/10.1101/2022.08.02.502461,n,n,2022.08.02,Germany,VSV pseudotype,Vero76,3*mRNA + BA.1 (25-55d post inf),14,,WT,BA.2,1.56,,1.56,1427,914,,,,2459,,1230,,,,1292,3*mRNA + BA.1,25-55d post inf,3*mRNA + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,VSV,Vero76
Sahin/Muik,https://doi.org/10.1101/2022.08.02.502461,n,n,2022.08.02,Germany,VSV pseudotype,Vero76,3*mRNA + BA.1 (25-55d post inf),14,,WT,BA.2.12.1,2.34,,2.34,1427,609,,,,2459,,1230,,,,1292,3*mRNA + BA.1,25-55d post inf,3*mRNA + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,VSV,Vero76
Sahin/Muik,https://doi.org/10.1101/2022.08.02.502461,n,n,2022.08.02,Germany,VSV pseudotype,Vero76,3*mRNA + BA.1 (25-55d post inf),14,,WT,BA.4/5,5.43,,5.43,1427,263,,,,2459,,1230,,,,1292,3*mRNA + BA.1,25-55d post inf,3*mRNA + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,VSV,Vero76
Sahin/Muik,https://doi.org/10.1101/2022.08.02.502461,n,n,2022.08.02,Germany,VSV pseudotype,Vero76,3*mRNA + BA.2 (30-99d post inf),13,,WT,BA.1,2.23,,2.23,960,431,,,,1471,,563,,,,863,3*mRNA + BA.2,30-99d post inf,3*mRNA + BA.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,Pseudovirus,VSV,Vero76
Sahin/Muik,https://doi.org/10.1101/2022.08.02.502461,n,n,2022.08.02,Germany,VSV pseudotype,Vero76,3*mRNA + BA.2 (30-99d post inf),13,,WT,BA.2,1.31,,1.31,960,735,,,,1471,,563,,,,863,3*mRNA + BA.2,30-99d post inf,3*mRNA + BA.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,Pseudovirus,VSV,Vero76
Sahin/Muik,https://doi.org/10.1101/2022.08.02.502461,n,n,2022.08.02,Germany,VSV pseudotype,Vero76,3*mRNA + BA.2 (30-99d post inf),13,,WT,BA.2.12.1,1.91,,1.91,960,502,,,,1471,,563,,,,863,3*mRNA + BA.2,30-99d post inf,3*mRNA + BA.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,Pseudovirus,VSV,Vero76
Sahin/Muik,https://doi.org/10.1101/2022.08.02.502461,n,n,2022.08.02,Germany,VSV pseudotype,Vero76,3*mRNA + BA.2 (30-99d post inf),13,,WT,BA.4/5,2.61,,2.61,960,368,,,,1471,,563,,,,863,3*mRNA + BA.2,30-99d post inf,3*mRNA + BA.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,Pseudovirus,VSV,Vero76
Sahin/Muik,https://doi.org/10.1101/2022.08.02.502461,n,n,2022.08.02,Germany,Live-virus,VeroE6,3*Pfizer (26-30d post 3rd dose),18,,WT,BA.1,6.1,,6.1,549,90,,,,339,,166,,,,264,3*Pfizer,26-30d post 3rd dose,3*Pfizer,3,mRNA,mRNA,pfizer,Live-virus,Live-virus,Vero-E6
Sahin/Muik,https://doi.org/10.1101/2022.08.02.502461,n,n,2022.08.02,Germany,Live-virus,VeroE6,3*Pfizer (26-30d post 3rd dose),18,,WT,BA.2,5.9,,5.9,549,93,,,,339,,166,,,,264,3*Pfizer,26-30d post 3rd dose,3*Pfizer,3,mRNA,mRNA,pfizer,Live-virus,Live-virus,Vero-E6
Sahin/Muik,https://doi.org/10.1101/2022.08.02.502461,n,n,2022.08.02,Germany,Live-virus,VeroE6,3*Pfizer (26-30d post 3rd dose),18,,WT,BA.4/5,17.16,,17.16,549,32,,,,339,,166,,,,264,3*Pfizer,26-30d post 3rd dose,3*Pfizer,3,mRNA,mRNA,pfizer,Live-virus,Live-virus,Vero-E6
Sahin/Muik,https://doi.org/10.1101/2022.08.02.502461,n,n,2022.08.02,Germany,Live-virus,VeroE6,3*mRNA + BA.1 (25-55d post inf),14,,WT,BA.1,1.19,,1.19,780,656,,,,1131,,840,,,,1188,3*mRNA + BA.1,25-55d post inf,3*mRNA + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Live-virus,Live-virus,Vero-E6
Sahin/Muik,https://doi.org/10.1101/2022.08.02.502461,n,n,2022.08.02,Germany,Live-virus,VeroE6,3*mRNA + BA.1 (25-55d post inf),14,,WT,BA.2,0.98,,0.98,780,800,,,,1131,,840,,,,1188,3*mRNA + BA.1,25-55d post inf,3*mRNA + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Live-virus,Live-virus,Vero-E6
Sahin/Muik,https://doi.org/10.1101/2022.08.02.502461,n,n,2022.08.02,Germany,Live-virus,VeroE6,3*mRNA + BA.1 (25-55d post inf),14,,WT,BA.4/5,5,,5,780,156,,,,1131,,840,,,,1188,3*mRNA + BA.1,25-55d post inf,3*mRNA + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Live-virus,Live-virus,Vero-E6
Sahin/Muik,https://doi.org/10.1101/2022.08.02.502461,n,n,2022.08.02,Germany,Live-virus,VeroE6,3*mRNA + BA.2 (30-99d post inf),13,,WT,BA.1,1.53,,1.53,531,347,,,,1502,,531,,,,792,3*mRNA + BA.2,30-99d post inf,3*mRNA + BA.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,Live-virus,Live-virus,Vero-E6
Sahin/Muik,https://doi.org/10.1101/2022.08.02.502461,n,n,2022.08.02,Germany,Live-virus,VeroE6,3*mRNA + BA.2 (30-99d post inf),13,,WT,BA.2,0.97,,0.97,531,545,,,,1502,,531,,,,792,3*mRNA + BA.2,30-99d post inf,3*mRNA + BA.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,Live-virus,Live-virus,Vero-E6
Sahin/Muik,https://doi.org/10.1101/2022.08.02.502461,n,n,2022.08.02,Germany,Live-virus,VeroE6,3*mRNA + BA.2 (30-99d post inf),13,,WT,BA.4/5,2.54,,2.54,531,209,,,,1502,,531,,,,792,3*mRNA + BA.2,30-99d post inf,3*mRNA + BA.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,Live-virus,Live-virus,Vero-E6
Moore/Richardson,https://doi.org/10.1101/2022.07.14.500039,n,n,2022.07.15,South Africa,Lentiviral pseudotype,293T-ACE2,BA.4 conv,13,,D614G,BA.1,1.62,,1.62,904,557,,,,,,859,,,,258,BA.4 conv,,BA.4 conv,BA.4 conv,BA.4 conv,BA.4 conv,BA.4 conv,Pseudovirus,Lentiviral,293T-ACE2
Moore/Richardson,https://doi.org/10.1101/2022.07.14.500039,n,n,2022.07.15,South Africa,Lentiviral pseudotype,293T-ACE2,BA.4 conv,13,,D614G,BA.2,01.02,,01.02,904,884,,,,,,859,,,,258,BA.4 conv,,BA.4 conv,BA.4 conv,BA.4 conv,BA.4 conv,BA.4 conv,Pseudovirus,Lentiviral,293T-ACE2
Moore/Richardson,https://doi.org/10.1101/2022.07.14.500039,n,n,2022.07.15,South Africa,Lentiviral pseudotype,293T-ACE2,BA.4 conv,13,,D614G,BA.4/5,0.86,,0.86,904,1047,,,,,,859,,,,258,BA.4 conv,,BA.4 conv,BA.4 conv,BA.4 conv,BA.4 conv,BA.4 conv,Pseudovirus,Lentiviral,293T-ACE2
Moore/Richardson,https://doi.org/10.1101/2022.07.14.500039,n,n,2022.07.15,South Africa,Lentiviral pseudotype,293T-ACE2,Vacc + BA.4,9,,D614G,BA.1,1.29,,1.29,5484,4244,,,,,,2972,,,,2785,Vacc + BA.4,,Vacc + BA.4,vacc+ba.4/5,vacc+ba.4/5,vacc+ba.4/5,vacc+ba.4/5,Pseudovirus,Lentiviral,293T-ACE2
Moore/Richardson,https://doi.org/10.1101/2022.07.14.500039,n,n,2022.07.15,South Africa,Lentiviral pseudotype,293T-ACE2,Vacc + BA.4,9,,D614G,BA.2,1.45,,1.45,5484,3779,,,,,,2972,,,,2785,Vacc + BA.4,,Vacc + BA.4,vacc+ba.4/5,vacc+ba.4/5,vacc+ba.4/5,vacc+ba.4/5,Pseudovirus,Lentiviral,293T-ACE2
Moore/Richardson,https://doi.org/10.1101/2022.07.14.500039,n,n,2022.07.15,South Africa,Lentiviral pseudotype,293T-ACE2,Vacc + BA.4,9,,D614G,BA.4/5,2.76,,2.76,5484,1984,,,,,,2972,,,,2785,Vacc + BA.4,,Vacc + BA.4,vacc+ba.4/5,vacc+ba.4/5,vacc+ba.4/5,vacc+ba.4/5,Pseudovirus,Lentiviral,293T-ACE2
Shi/Xie,https://doi.org/10.1101/2022.07.29.502055,n,n,2022.08.08,USA,Live-virus,Vero-E6,3*mRNA (3-8m post 3rd dose),25,,WT,BA.1,4.5,,4.5,144,32,,,,,,,,,,,3*mRNA,3-8m post 3rd dose,3*mRNA,3,mRNA,mRNA,mRNA,Live-virus,Live-virus,Vero-E6
Shi/Xie,https://doi.org/10.1101/2022.07.29.502055,n,n,2022.08.08,USA,Live-virus,Vero-E6,3*mRNA (3-8m post 3rd dose),25,,WT,BA.2,>6,>,6,144,24,,,,,,,,,,,3*mRNA,3-8m post 3rd dose,3*mRNA,3,mRNA,mRNA,mRNA,Live-virus,Live-virus,Vero-E6
Shi/Xie,https://doi.org/10.1101/2022.07.29.502055,n,n,2022.08.08,USA,Live-virus,Vero-E6,3*mRNA (3-8m post 3rd dose),25,,WT,BA.2.12.1,>5.76,>,5.76,144,25,,,,,,,,,,,3*mRNA,3-8m post 3rd dose,3*mRNA,3,mRNA,mRNA,mRNA,Live-virus,Live-virus,Vero-E6
Shi/Xie,https://doi.org/10.1101/2022.07.29.502055,n,n,2022.08.08,USA,Live-virus,Vero-E6,3*mRNA (3-8m post 3rd dose),25,,WT,BA.3,>7.2,>,7.2,144,20,,,,,,,,,,,3*mRNA,3-8m post 3rd dose,3*mRNA,3,mRNA,mRNA,mRNA,Live-virus,Live-virus,Vero-E6
Shi/Xie,https://doi.org/10.1101/2022.07.29.502055,n,n,2022.08.08,USA,Live-virus,Vero-E6,3*mRNA (3-8m post 3rd dose),25,,WT,BA.4/5,>8.47,>,8.47,144,17,,,,,,,,,,,3*mRNA,3-8m post 3rd dose,3*mRNA,3,mRNA,mRNA,mRNA,Live-virus,Live-virus,Vero-E6
Shi/Xie,https://doi.org/10.1101/2022.07.29.502055,n,n,2022.08.08,USA,Live-virus,Vero-E6,4*mRNA (1-3m post 4th dose),25,,WT,BA.1,4.35,,4.35,1554,357,,,,,,,,,,,4*mRNA,1-3m post 4th dose,4*mRNA,4,mRNA,mRNA,mRNA,Live-virus,Live-virus,Vero-E6
Shi/Xie,https://doi.org/10.1101/2022.07.29.502055,n,n,2022.08.08,USA,Live-virus,Vero-E6,4*mRNA (1-3m post 4th dose),25,,WT,BA.2,6.58,,6.58,1554,236,,,,,,,,,,,4*mRNA,1-3m post 4th dose,4*mRNA,4,mRNA,mRNA,mRNA,Live-virus,Live-virus,Vero-E6
Shi/Xie,https://doi.org/10.1101/2022.07.29.502055,n,n,2022.08.08,USA,Live-virus,Vero-E6,4*mRNA (1-3m post 4th dose),25,,WT,BA.2.12.1,6.58,,6.58,1554,236,,,,,,,,,,,4*mRNA,1-3m post 4th dose,4*mRNA,4,mRNA,mRNA,mRNA,Live-virus,Live-virus,Vero-E6
Shi/Xie,https://doi.org/10.1101/2022.07.29.502055,n,n,2022.08.08,USA,Live-virus,Vero-E6,4*mRNA (1-3m post 4th dose),25,,WT,BA.3,9.42,,9.42,1554,165,,,,,,,,,,,4*mRNA,1-3m post 4th dose,4*mRNA,4,mRNA,mRNA,mRNA,Live-virus,Live-virus,Vero-E6
Shi/Xie,https://doi.org/10.1101/2022.07.29.502055,n,n,2022.08.08,USA,Live-virus,Vero-E6,4*mRNA (1-3m post 4th dose),25,,WT,BA.4/5,16.36,,16.36,1554,95,,,,,,,,,,,4*mRNA,1-3m post 4th dose,4*mRNA,4,mRNA,mRNA,mRNA,Live-virus,Live-virus,Vero-E6
Shi/Xie,https://doi.org/10.1101/2022.07.29.502055,n,n,2022.08.08,USA,Live-virus,Vero-E6,4*mRNA (1-3m post 4th dose),25,,WT,BA.2.75,18.95,,18.95,1554,82,,,,,,,,,,,4*mRNA,1-3m post 4th dose,4*mRNA,4,mRNA,mRNA,mRNA,Live-virus,Live-virus,Vero-E6
Shi/Xie,https://doi.org/10.1101/2022.07.29.502055,n,n,2022.08.08,USA,Live-virus,Vero-E6,2*mRNA + BA.1 (1-3m post inf),29,,WT,BA.1,1.24,,1.24,2114,1705,,,,,,,,,,,2*mRNA + BA.1,1-3m post inf,2*mRNA + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Live-virus,Live-virus,Vero-E6
Shi/Xie,https://doi.org/10.1101/2022.07.29.502055,n,n,2022.08.08,USA,Live-virus,Vero-E6,2*mRNA + BA.1 (1-3m post inf),29,,WT,BA.2,2.9,,2.9,2114,730,,,,,,,,,,,2*mRNA + BA.1,1-3m post inf,2*mRNA + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Live-virus,Live-virus,Vero-E6
Shi/Xie,https://doi.org/10.1101/2022.07.29.502055,n,n,2022.08.08,USA,Live-virus,Vero-E6,2*mRNA + BA.1 (1-3m post inf),29,,WT,BA.2.12.1,2.2,,2.2,2114,961,,,,,,,,,,,2*mRNA + BA.1,1-3m post inf,2*mRNA + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Live-virus,Live-virus,Vero-E6
Shi/Xie,https://doi.org/10.1101/2022.07.29.502055,n,n,2022.08.08,USA,Live-virus,Vero-E6,2*mRNA + BA.1 (1-3m post inf),29,,WT,BA.3,2.6,,2.6,2114,813,,,,,,,,,,,2*mRNA + BA.1,1-3m post inf,2*mRNA + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Live-virus,Live-virus,Vero-E6
Shi/Xie,https://doi.org/10.1101/2022.07.29.502055,n,n,2022.08.08,USA,Live-virus,Vero-E6,2*mRNA + BA.1 (1-3m post inf),29,,WT,BA.4/5,7.72,,7.72,2114,274,,,,,,,,,,,2*mRNA + BA.1,1-3m post inf,2*mRNA + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Live-virus,Live-virus,Vero-E6
Shi/Xie,https://doi.org/10.1101/2022.07.29.502055,n,n,2022.08.08,USA,Live-virus,Vero-E6,3*mRNA + BA.1 (1-4m post inf),38,,WT,BA.1,1.45,,1.45,2962,2038,,,,,,,,,,,3*mRNA + BA.1,1-4m post inf,3*mRNA + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Live-virus,Live-virus,Vero-E6
Shi/Xie,https://doi.org/10.1101/2022.07.29.502055,n,n,2022.08.08,USA,Live-virus,Vero-E6,3*mRNA + BA.1 (1-4m post inf),38,,WT,BA.2,03.01,,03.01,2962,983,,,,,,,,,,,3*mRNA + BA.1,1-4m post inf,3*mRNA + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Live-virus,Live-virus,Vero-E6
Shi/Xie,https://doi.org/10.1101/2022.07.29.502055,n,n,2022.08.08,USA,Live-virus,Vero-E6,3*mRNA + BA.1 (1-4m post inf),38,,WT,BA.2.12.1,2.49,,2.49,2962,1190,,,,,,,,,,,3*mRNA + BA.1,1-4m post inf,3*mRNA + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Live-virus,Live-virus,Vero-E6
Shi/Xie,https://doi.org/10.1101/2022.07.29.502055,n,n,2022.08.08,USA,Live-virus,Vero-E6,3*mRNA + BA.1 (1-4m post inf),38,,WT,BA.3,2.91,,2.91,2962,1019,,,,,,,,,,,3*mRNA + BA.1,1-4m post inf,3*mRNA + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Live-virus,Live-virus,Vero-E6
Shi/Xie,https://doi.org/10.1101/2022.07.29.502055,n,n,2022.08.08,USA,Live-virus,Vero-E6,3*mRNA + BA.1 (1-4m post inf),38,,WT,BA.4/5,9.97,,9.97,2962,297,,,,,,,,,,,3*mRNA + BA.1,1-4m post inf,3*mRNA + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Live-virus,Live-virus,Vero-E6
Shi/Xie,https://doi.org/10.1101/2022.07.29.502055,n,n,2022.08.08,USA,Live-virus,Vero-E6,3*mRNA + BA.1 (1-4m post inf),38,,WT,BA.2.75,6.25,,6.25,2962,474,,,,,,,,,,,3*mRNA + BA.1,1-4m post inf,3*mRNA + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Live-virus,Live-virus,Vero-E6
Wang/Wang,https://doi.org/10.1101/2022.08.04.502716,n,n,2022.08.06,China,VSV pseudotype,Vero-E6,3*BBIBP (14d post 3rd dose),10,,WT,BA.1,5.35,,5.35,278,52,,,,,,,,,,133,3*BBIBP,14d post 3rd dose,3*BBIBP,3,other,other,other,Pseudovirus,VSV,Vero-E6
Wang/Wang,https://doi.org/10.1101/2022.08.04.502716,n,n,2022.08.06,China,VSV pseudotype,Vero-E6,3*BBIBP (14d post 3rd dose),10,,WT,BA.1.1,5.79,,5.79,278,48,,,,,,,,,,133,3*BBIBP,14d post 3rd dose,3*BBIBP,3,other,other,other,Pseudovirus,VSV,Vero-E6
Wang/Wang,https://doi.org/10.1101/2022.08.04.502716,n,n,2022.08.06,China,VSV pseudotype,Vero-E6,3*BBIBP (14d post 3rd dose),10,,WT,BA.3,5.56,,5.56,278,50,,,,,,,,,,133,3*BBIBP,14d post 3rd dose,3*BBIBP,3,other,other,other,Pseudovirus,VSV,Vero-E6
Wang/Wang,https://doi.org/10.1101/2022.08.04.502716,n,n,2022.08.06,China,VSV pseudotype,Vero-E6,3*BBIBP (14d post 3rd dose),10,,WT,BA.2,4.15,,4.15,278,67,,,,,,,,,,133,3*BBIBP,14d post 3rd dose,3*BBIBP,3,other,other,other,Pseudovirus,VSV,Vero-E6
Wang/Wang,https://doi.org/10.1101/2022.08.04.502716,n,n,2022.08.06,China,VSV pseudotype,Vero-E6,3*BBIBP (14d post 3rd dose),10,,WT,BA.2.3.1,3.92,,3.92,278,71,,,,,,,,,,133,3*BBIBP,14d post 3rd dose,3*BBIBP,3,other,other,other,Pseudovirus,VSV,Vero-E6
Wang/Wang,https://doi.org/10.1101/2022.08.04.502716,n,n,2022.08.06,China,VSV pseudotype,Vero-E6,3*BBIBP (14d post 3rd dose),10,,WT,BA.2.10.1,3.39,,3.39,278,82,,,,,,,,,,133,3*BBIBP,14d post 3rd dose,3*BBIBP,3,other,other,other,Pseudovirus,VSV,Vero-E6
Wang/Wang,https://doi.org/10.1101/2022.08.04.502716,n,n,2022.08.06,China,VSV pseudotype,Vero-E6,3*BBIBP (14d post 3rd dose),10,,WT,BA.2.12.1,4.71,,4.71,278,59,,,,,,,,,,133,3*BBIBP,14d post 3rd dose,3*BBIBP,3,other,other,other,Pseudovirus,VSV,Vero-E6
Wang/Wang,https://doi.org/10.1101/2022.08.04.502716,n,n,2022.08.06,China,VSV pseudotype,Vero-E6,3*BBIBP (14d post 3rd dose),10,,WT,BA.2.13,3.76,,3.76,278,74,,,,,,,,,,133,3*BBIBP,14d post 3rd dose,3*BBIBP,3,other,other,other,Pseudovirus,VSV,Vero-E6
Wang/Wang,https://doi.org/10.1101/2022.08.04.502716,n,n,2022.08.06,China,VSV pseudotype,Vero-E6,3*BBIBP (14d post 3rd dose),10,,WT,BA.2.75,4.79,,4.79,278,58,,,,,,,,,,133,3*BBIBP,14d post 3rd dose,3*BBIBP,3,other,other,other,Pseudovirus,VSV,Vero-E6
Wang/Wang,https://doi.org/10.1101/2022.08.04.502716,n,n,2022.08.06,China,VSV pseudotype,Vero-E6,3*BBIBP (14d post 3rd dose),10,,WT,BA.4/5,8.42,,8.42,278,33,,,,,,,,,,133,3*BBIBP,14d post 3rd dose,3*BBIBP,3,other,other,other,Pseudovirus,VSV,Vero-E6
Wang/Wang,https://doi.org/10.1101/2022.08.04.502716,n,n,2022.08.06,China,VSV pseudotype,Vero-E6,2*BBIBP + ZF2001 (14d post 3rd dose),10,,WT,BA.1,7.61,,7.61,1179,155,,,,,,,,,,693,2*BBIBP + ZF2001,14d post 3rd dose,2*BBIBP + ZF2001,3,other,other,other,Pseudovirus,VSV,Vero-E6
Wang/Wang,https://doi.org/10.1101/2022.08.04.502716,n,n,2022.08.06,China,VSV pseudotype,Vero-E6,2*BBIBP + ZF2001 (14d post 3rd dose),10,,WT,BA.1.1,9.43,,9.43,1179,125,,,,,,,,,,693,2*BBIBP + ZF2001,14d post 3rd dose,2*BBIBP + ZF2001,3,other,other,other,Pseudovirus,VSV,Vero-E6
